reel_id,theme,opening_words,length_sec,telop_count,line_break_count,effect_style,bgm_tempo,comment_cta,save_cta,emotion_category,views,save_rate,comment_rate,follow_rate,winning_score,pattern_tag
REEL-001,,CTが怖い人へ,30,7,6,ズーム+青強調,medium,CTで不安だったことありますか？,検査前に見返せるよう保存してね,不安→安心,,,,,,
