再生リスト,再生リストのタイトル,再生リストからの視聴,視聴回数,再生リスト開始あたりの再生回数,再生リストの総再生時間（単位: 時間）,総再生時間（単位: 時間）,平均視聴時間
合計,,0,3379,0,0,14.6325,0:00:37
